,A1, A2, A3, A4, A5, A6, A7, A8, A9,y
1769,105,-11,108,0,70,0,3,38,36,0
1770,106,6,107,2,72,1,1,35,34,0
1771,101,0,102,0,72,9,1,29,28,0
1772,84,-14,88,-7,8,0,5,81,76,0
1773,102,1,103,5,70,0,1,33,32,0
1774,82,0,85,0,-2,8,3,88,84,0
1775,73,-15,77,-18,-40,1,4,118,114,0
1776,82,0,85,0,-12,0,3,98,94,0
1777,106,2,108,7,72,7,2,35,34,0
1778,81,-1,84,0,-14,0,4,100,96,0
1779,51,24,77,0,-22,0,27,101,74,1
1780,81,-4,84,0,-14,2,4,100,96,0
1781,81,0,84,0,-14,-3,4,100,96,0
1782,103,-3,104,-8,72,9,1,31,30,0
1783,105,0,106,-6,72,13,1,34,34,0
1784,82,0,86,0,-40,6,4,128,124,0
1785,104,-1,105,-1,72,11,1,33,32,0
1786,82,2,86,0,-42,-29,4,130,126,0
1787,80,0,84,-1,-40,2,4,125,122,0
1788,104,0,105,0,70,-27,1,35,34,0
1789,81,0,84,1,-12,18,4,97,94,0
1790,105,3,106,3,72,9,1,34,32,0
1791,80,-1,84,-3,-38,-15,4,123,118,0
1792,76,5,81,3,-40,15,5,122,118,0
1793,77,0,81,8,-42,0,4,125,120,0
1794,81,1,86,0,-40,5,4,127,122,0
1795,102,0,103,3,70,-6,1,33,32,0
1796,105,4,106,2,70,0,1,36,36,0
1797,78,0,83,2,-42,0,4,126,122,0
1798,83,0,86,0,-4,-3,3,92,88,0
1799,103,0,104,0,70,0,1,35,34,0
1800,85,0,88,-5,0,0,3,88,84,0
1801,82,4,85,0,-12,0,3,98,94,0
1802,106,-1,107,-2,70,-30,1,37,36,0
1803,104,2,106,4,72,2,1,33,32,0
1804,85,0,88,0,0,-13,3,88,86,0
1805,83,0,86,0,-6,-19,3,94,90,0
1806,84,4,86,-3,-4,0,3,92,88,0
1807,84,-2,88,0,0,1,4,88,84,0
1808,79,0,83,0,-38,12,4,122,118,0
1809,81,0,84,-1,-22,0,3,108,104,0
1810,104,-1,106,8,70,0,2,36,34,0
1811,102,0,103,0,72,29,1,31,30,0
1812,79,0,83,-1,-46,0,4,129,126,0
1813,79,2,83,0,-42,0,4,127,122,0
1814,105,-1,106,0,70,0,2,36,34,0
1815,84,0,87,-7,0,2,3,87,84,0
1816,106,-5,108,0,70,0,1,38,36,0
1817,102,2,103,0,70,-10,1,33,32,0
1818,82,1,86,2,-40,4,5,128,124,0
1819,83,0,86,2,-4,-11,4,92,88,0
1820,84,0,87,-1,-2,0,3,90,86,0
1821,77,0,81,2,-42,0,4,125,120,0
1822,107,5,108,0,70,0,1,38,38,0
1823,80,3,84,0,-42,0,4,128,124,0
1824,106,3,108,2,70,0,1,38,36,0
1825,102,-1,104,0,70,-23,1,34,32,0
1826,104,2,106,3,70,0,1,36,34,0
1827,82,1,86,0,-10,4,3,96,92,0
1828,80,0,84,0,-28,-4,4,112,108,0
1829,76,1,81,6,-40,19,5,123,118,0
1830,86,2,89,0,8,0,3,81,78,0
1831,79,0,83,0,-46,-6,4,130,126,0
1832,105,0,107,5,70,0,1,37,36,0
1833,81,-2,84,0,-20,29,4,105,102,0
1834,85,-1,89,0,2,0,4,86,82,0
1835,78,0,81,0,-40,0,4,123,120,0
1836,104,0,105,-4,72,1,1,33,32,0
1837,86,3,89,0,8,0,3,81,78,0
1838,82,4,86,0,-10,1,3,96,92,0
1839,76,-5,81,0,-40,18,5,122,116,0
1840,81,0,84,-3,-14,0,3,99,96,0
1841,79,0,83,0,-42,12,4,127,122,0
1842,82,-1,86,1,-4,-28,4,91,88,0
1843,82,-2,86,-1,-4,-8,3,91,88,0
1844,82,0,87,0,-40,2,5,128,124,0
1845,83,0,86,0,-6,-18,3,94,90,0
1846,81,2,86,1,-40,8,4,127,122,0
1847,75,2,79,3,-42,0,4,123,120,0
1848,104,-3,105,-2,70,0,1,35,34,0
1849,102,0,103,0,72,5,1,31,30,0
1850,82,0,86,0,-10,31,3,96,92,0
1851,79,0,83,0,-46,-11,4,130,126,0
1852,81,0,84,0,-20,-9,4,105,102,0
1853,79,0,83,0,-42,25,4,127,122,0
1854,101,0,102,0,70,-18,1,32,32,0
1855,76,-1,81,0,-40,0,4,122,118,0
1856,81,0,85,-2,-24,0,4,111,108,0
1857,78,4,82,3,-42,-15,4,126,122,0
1858,102,2,103,1,72,10,1,31,30,0
1859,85,0,88,-7,0,0,3,88,84,0
1860,104,5,104,0,70,0,1,35,34,0
1861,85,-2,88,0,2,-22,3,86,82,0
1862,80,5,84,0,-28,0,4,112,108,0
1863,81,0,84,0,-12,19,3,97,94,0
1864,85,5,89,0,8,18,4,81,78,0
1865,79,0,83,0,-40,-5,4,125,120,0
1866,78,0,81,-1,-188,-8392,4,270,266,0
1867,82,1,86,0,-2,5,3,88,84,0
1868,105,-3,106,-6,70,0,1,36,34,0
1869,76,0,81,-4,-40,22,5,122,118,0
1870,105,-2,106,2,70,0,2,36,34,0
1871,105,-4,106,-6,70,0,1,36,34,0
1872,79,0,83,0,-46,0,4,129,126,0
1873,102,-1,103,-3,70,-13,1,33,32,0
1874,102,0,103,2,72,28,1,31,30,0
1875,85,0,88,2,6,0,3,83,80,0
1876,107,2,108,0,70,0,1,38,38,0
1877,84,2,88,0,-2,0,3,90,88,0
1878,79,0,84,2,-38,0,4,123,118,0
1879,81,1,85,0,-40,10,4,126,122,0
1880,81,0,84,0,-20,6,4,105,102,0
1881,82,0,86,-1,-40,11,4,128,124,0
1882,75,2,79,2,-42,0,4,123,120,0
1883,84,4,87,4,-4,0,3,92,88,0
1884,120,4692,76,5,36,6,-43,40,84,0
1885,80,0,84,-1,-42,4,5,128,124,0
1886,85,0,88,0,2,1,3,86,82,0
1887,105,1,106,0,70,0,1,36,34,0
1888,81,0,84,0,-14,-5,3,99,96,0
1889,104,0,104,-5,70,0,1,35,34,0
1890,104,0,104,-8,70,-9,1,35,34,0
1891,82,0,85,0,-10,-20,3,95,92,0
1892,82,0,85,0,-2,9,3,88,84,0
1893,79,0,83,0,-40,1,4,124,120,0
1894,102,0,102,-1,72,13,1,30,30,0
1895,82,0,86,-6,-40,0,4,127,124,0
1896,76,-1,81,-1,-42,-4,5,125,120,0
1897,103,0,104,-2,70,-3,1,35,34,0
1898,85,0,88,0,6,6,3,83,80,0
1899,84,0,88,0,0,18,3,88,84,0
1900,84,4,87,0,0,0,3,87,84,0
1901,105,-1,108,0,70,0,3,38,36,0
1902,83,-2,86,-2,-4,0,3,92,88,0
1903,85,0,88,0,2,11,3,86,82,0
1904,80,0,84,0,-40,24,4,125,122,0
1905,106,-2,107,-7,70,0,1,37,36,0
1906,102,-1,104,0,72,12,1,31,30,0
1907,81,0,86,1,-24,-14,4,112,108,0
1908,79,0,83,0,-28,21,4,112,108,0
1909,101,0,102,0,70,-16,1,32,32,0
1910,82,2,86,-1,-10,7,3,96,92,0
1911,102,-4,103,0,70,-15,1,33,32,0
1912,104,5,105,0,70,-30,1,35,34,0
1913,80,5,84,0,-42,0,4,128,124,0
1914,85,4,88,0,0,0,3,88,84,0
1915,83,-1,87,5,-4,0,4,92,88,0
1916,81,0,85,-1,-24,-1,4,111,108,0
1917,79,0,83,0,-28,8,4,112,108,0
1918,81,0,84,0,-18,25,4,103,98,0
1919,80,0,84,0,-36,-18,4,120,116,0
1920,102,-1,104,0,70,0,1,34,32,0
1921,77,-2,81,0,-40,0,4,123,118,0
1922,81,0,84,0,-12,13,3,97,94,0
1923,105,0,106,6,70,0,2,36,34,0
1924,75,1,79,1,-42,0,4,123,120,0
1925,80,1,84,2,-28,0,4,112,108,0
1926,84,0,88,0,-2,-11,3,90,88,0
1927,104,-11,107,-1,70,0,3,37,34,0
1928,82,1,86,1,-40,3,5,128,124,0
1929,104,2,106,3,72,2,1,33,32,0
1930,84,3,88,0,-2,0,3,90,88,0
1931,83,3,87,0,-40,0,4,128,124,0
1932,80,-1,84,-6,-36,0,4,120,116,0
1933,78,0,83,8,-42,-17,5,126,122,0
1934,85,0,88,-1,6,29,3,83,80,0
1935,83,0,87,0,-40,3,4,128,124,0
1936,104,-4,105,-2,70,0,1,35,34,0
1937,82,0,86,0,-40,4,4,128,124,0
1938,80,0,84,0,-36,-11,4,120,116,0
1939,85,0,88,-29,0,0,3,88,84,0
1940,104,-1,105,0,70,-27,1,35,34,0
1941,78,2,83,2,-42,-18,4,126,122,0
1942,102,0,104,0,70,0,1,34,32,0
1943,81,0,84,0,-14,-12,4,100,96,0
1944,79,0,83,0,-30,-8,4,114,110,0
1945,101,-5,102,2,72,0,2,30,28,0
1946,79,0,83,0,-32,9,4,117,112,0
1947,84,10,89,0,8,26,5,81,76,0
1948,79,0,83,0,-42,6,4,127,122,0
1949,79,-1,84,0,-10,40,4,94,90,0
1950,79,-1,83,-6,-40,0,4,125,120,0
1951,82,3,86,0,-40,1,4,128,124,0
1952,104,0,105,-7,72,2,1,33,32,0
1953,103,4,104,8,70,0,1,35,34,0
1954,105,1,107,5,70,0,1,37,36,0
1955,102,2,103,0,72,18,1,31,30,0
1956,76,-1,81,0,-42,0,5,125,120,0
1957,71,-4,75,-7,-42,-29,4,119,114,0
1958,71,-8,75,-13,-40,3,4,116,112,0
1959,80,-1,84,0,-20,6,4,105,100,0
1960,101,-2,102,-2,72,0,1,29,28,0
1961,101,0,102,0,70,-2,1,33,32,0
1962,85,0,88,0,0,0,3,88,86,0
1963,76,0,81,0,-40,20,5,123,118,0
1964,79,0,83,0,-38,2,4,122,118,0
1965,84,3,86,-2,-4,0,3,92,88,0
1966,72,30,82,0,-42,-3,10,126,116,1
1967,81,0,86,0,-40,6,4,127,122,0
1968,105,0,107,-2,70,-3,1,37,36,0
1969,82,-5,87,0,-40,0,5,128,124,0
1970,44,28,77,0,28,0,33,48,16,1
1971,86,4,89,0,2,-4,3,86,84,0
1972,85,1,88,0,2,10,3,86,82,0
1973,104,2,105,0,72,6,1,33,32,0
1974,105,2,107,6,70,0,1,37,36,0
1975,105,0,106,0,72,2,1,34,34,0
1976,105,6,106,2,72,6,1,34,34,0
1977,84,0,88,4,-2,0,4,90,86,0
1978,86,2,89,0,2,0,3,86,84,0
1979,78,-5,83,0,-40,4,4,124,120,0
1980,79,0,83,-4,-32,-4,4,117,112,0
1981,105,0,107,0,72,25,1,35,34,0
1982,82,0,85,0,-6,20,3,93,90,0
1983,104,2,106,4,70,0,1,36,34,0
1984,83,0,86,-2,-4,0,3,92,88,0
1985,82,0,86,0,-4,-11,3,91,88,0
1986,79,-1,83,-2,-40,3,4,124,120,0
1987,80,-3,84,0,-28,0,4,112,108,0
1988,102,0,102,0,70,-2,1,33,32,0
1989,81,0,86,0,-22,20,4,109,104,0
1990,80,0,84,-2,-40,3,4,125,122,0
1991,76,0,81,4,-42,-20,5,125,120,0
1992,85,0,88,0,0,-10,3,88,86,0
1993,102,0,103,0,70,-18,1,33,32,0
1994,105,5,106,4,70,0,1,36,36,0
1995,81,0,85,0,-24,-3,4,111,108,0
1996,101,0,102,0,72,4,1,29,28,0
1997,85,4,88,0,2,0,3,86,82,0
1998,85,0,88,3,6,0,3,83,80,0
1999,82,0,85,-1,-6,8,3,93,90,0
2000,82,-1,86,-4,-40,0,4,128,124,0
2001,80,1,84,-1,-36,3,4,121,116,0
2002,82,4,86,0,-24,-19,4,112,108,0
2003,81,0,84,0,-20,-8,4,105,102,0
2004,85,0,89,7,2,0,4,86,82,0
2005,80,4,84,1,-42,-30,4,128,124,0
2006,81,0,84,0,-18,-9,3,103,100,0
2007,102,2,103,6,72,14,1,31,30,0
2008,72,-11,76,-16,-40,6,4,117,114,0
2009,85,0,88,-6,2,0,3,86,82,0
2010,82,0,85,-1,-6,2,3,93,90,0
2011,101,0,102,0,70,-19,1,32,32,0
2012,79,3,83,0,-40,12,4,125,120,0
2013,80,-2,84,-6,-42,-28,4,128,124,0
2014,102,-2,103,0,70,-12,1,33,32,0
2015,80,4,84,1,-36,0,4,121,116,0
2016,102,-2,103,-4,70,-17,1,33,32,0
2017,101,0,102,0,72,12,1,29,28,0
2018,103,-5,104,-3,70,0,1,35,34,0
2019,82,0,86,0,-4,-12,3,91,88,0
2020,107,-1,108,0,70,0,1,38,36,0
2021,105,2,106,8,70,0,2,36,34,0
2022,82,2,86,3,-40,6,5,128,124,0
2023,81,0,85,-3,-24,0,4,111,108,0
2024,80,-6,84,-1,-40,6,5,126,122,0
2025,105,1,107,3,72,2,1,35,34,0
2026,82,0,85,0,-10,-4,3,95,92,0
2027,105,6,106,7,72,7,1,34,32,0
2028,84,1,88,6,0,0,3,88,84,0
2029,76,3,81,0,-42,-13,4,125,120,0
2030,102,0,103,0,72,15,1,31,30,0
2031,86,4,89,0,2,-5,3,86,84,0
2032,85,2,88,0,2,0,3,85,82,0
2033,80,-1,84,-2,-42,5,5,128,124,0
2034,85,0,89,0,2,-18,4,86,82,0
2035,81,0,84,0,-12,4,3,97,94,0
2036,82,0,86,0,-40,4,5,128,124,0
2037,79,1,83,0,-42,-22,4,127,122,0
2038,102,0,102,-5,70,-5,1,33,32,0
2039,85,0,88,-56,0,0,3,88,84,0
2040,105,1,106,8,70,-1,2,36,34,0
2041,74,3,79,7,-42,0,4,123,118,0
2042,85,-1,88,0,2,7,3,86,82,0
2043,105,-11,108,0,70,0,3,38,34,0
2044,79,0,83,0,-28,27,4,112,108,0
2045,85,1,88,0,2,5,3,86,82,0
2046,85,0,89,0,6,29,4,84,80,0
2047,83,0,87,0,-40,11,4,128,124,0
2048,104,0,105,-6,70,0,1,35,34,0
2049,72,-11,76,-10,-40,10,4,117,114,0
2050,79,4,84,8,-40,5,4,125,120,0
2051,80,0,84,0,-32,0,4,117,114,0
2052,82,-1,86,0,-6,0,4,94,90,0
2053,84,0,87,0,0,0,3,87,84,0
2054,79,-4,84,0,-40,1,4,125,120,0
2055,81,0,84,0,-14,-15,3,99,96,0
2056,78,4,82,0,-46,0,4,128,124,0
2057,106,-3,107,-5,72,0,1,35,34,0
2058,80,0,84,0,-36,-14,4,120,116,0
2059,84,1,86,-4,-4,0,3,92,88,0
2060,78,1,82,1,-40,7,4,123,120,0
2061,81,0,84,0,-14,-11,4,100,96,0
2062,106,0,107,-7,70,0,1,37,36,0
2063,82,0,85,-7,-10,0,3,95,92,0
2064,104,2,105,0,70,0,1,35,34,0
2065,81,0,84,0,-14,9,3,100,96,0
2066,82,0,85,0,-6,10,3,93,90,0
2067,79,-1,83,0,-42,0,5,127,122,0
2068,104,0,105,0,72,4,1,33,32,0
2069,80,0,84,0,-32,7,4,117,114,0
2070,101,0,102,0,72,1,1,30,28,0
2071,81,2,85,0,-42,-27,4,129,124,0
2072,80,0,84,0,-36,0,4,121,116,0
2073,104,0,106,1,70,0,1,36,34,0
2074,103,2,104,4,72,7,1,32,30,0
2075,81,-4,85,0,-24,0,4,111,106,0
2076,81,0,85,1,-12,0,4,98,94,0
2077,84,0,88,0,6,-1,5,83,78,0
2078,107,3,108,0,72,3,1,36,34,0
2079,106,-2,107,-3,72,0,1,35,34,0
2080,103,5,104,-1,70,-2,1,35,34,0
2081,80,-2,84,0,-14,-2,4,99,96,0
2082,83,3,86,8,-6,0,4,94,90,0
2083,79,0,83,0,-40,-7,4,125,120,0
2084,85,-16,89,0,8,0,4,81,78,0
2085,79,0,83,0,-46,-20,4,130,126,0
2086,80,-1,84,0,-20,4,4,105,100,0
2087,107,5,108,1,72,1,1,35,34,0
2088,79,0,83,0,-30,8,4,114,110,0
2089,81,0,84,0,-20,-10,4,105,102,0
2090,104,0,105,-6,72,8,1,33,32,0
2091,81,0,84,0,-22,-8,3,108,104,0
2092,82,0,86,0,-40,3,5,128,124,0
2093,81,-5,86,0,-40,0,5,127,122,0
2094,105,3,106,1,72,31,1,33,32,0
2095,85,0,88,0,0,-12,3,88,86,0
2096,85,0,88,-7,2,0,3,85,82,0
2097,81,0,86,0,-24,-7,4,112,108,0
2098,78,1,82,2,-42,0,4,126,122,0
2099,82,0,86,0,-2,12,3,88,84,0
2100,84,2,87,3,-4,0,3,92,88,0
2101,83,1,86,5,-6,0,4,94,90,0
2102,102,0,103,0,70,-14,1,33,32,0
2103,79,0,83,0,-30,12,4,114,110,0
2104,80,-1,84,-2,-40,9,4,126,122,0
2105,78,0,81,0,-40,2292,4,123,120,0
2106,81,1,84,0,-14,2,3,100,96,0
2107,83,-2,86,0,-2,0,3,89,86,0
2108,104,4,106,8,72,5,1,33,32,0
2109,84,-1,88,0,6,0,4,83,80,0
2110,81,0,84,0,-18,-5,3,103,100,0
2111,81,2,84,0,-22,-3,3,108,104,0
2112,82,4,86,4,-2,0,3,88,84,0
2113,81,1,84,0,-14,9,3,100,96,0
2114,105,-4,107,0,72,0,1,35,34,0
2115,74,8,78,10,-42,-2,4,122,118,0
2116,83,0,86,0,-4,-6,3,92,88,0
2117,82,0,85,0,-6,3,3,93,90,0
2118,106,0,107,-6,70,0,1,37,36,0
2119,78,2,82,6,-42,0,4,126,122,0
2120,103,3447,76,0,42,0,-27,35,62,0
2121,82,0,87,6,-40,1,5,128,124,0
2122,105,0,107,0,70,-1,1,37,36,0
2123,77,-1,81,0,-40,30,4,123,118,0
2124,84,0,88,1,-2,0,4,90,86,0
2125,87,5,89,0,8,2,2,81,78,0
2126,85,0,88,0,-2,-2,3,91,88,0
2127,86,7,89,0,8,9,3,81,78,0
2128,81,0,84,0,-20,-12,4,105,102,0
2129,104,0,106,1,72,10,1,33,32,0
2130,102,0,103,0,72,19,1,31,30,0
2131,81,0,84,0,-18,17,4,103,98,0
2132,80,-1,84,-1,-40,7,4,126,122,0
2133,76,0,81,8,-42,0,5,125,120,0
2134,81,0,86,6,-24,0,4,112,108,0
2135,82,0,86,6,-6,3,4,94,90,0
2136,80,2,84,0,-28,-8,4,112,108,0
2137,82,2,86,0,-40,7,4,128,124,0
2138,83,1,86,0,-2,0,3,88,86,0
2139,85,0,88,0,0,0,3,88,84,0
2140,102,1,104,1,70,0,1,34,32,0
2141,82,2,86,2,-2,0,3,88,84,0
2142,78,4,81,0,-42,0,4,125,122,0
2143,71,3,75,1,-42,-17,4,119,114,0
2144,104,-4,105,-3,70,0,1,35,34,0
2145,80,2,84,0,-28,0,4,112,108,0
2146,81,4,84,0,-14,0,3,99,96,0
2147,81,0,84,0,-12,8,3,97,94,0
2148,79,0,83,0,-42,17,4,127,122,0
2149,83,0,86,6,-2,0,4,89,86,0
2150,82,0,86,0,-42,-24,4,130,126,0
2151,107,3,108,0,70,0,1,38,38,0
2152,81,3,84,0,-24,0,4,110,106,0
2153,81,0,84,0,-18,-21,3,103,100,0
2154,77,0,81,2,-40,0,4,123,118,0
2155,103,-1,104,-1,70,0,1,35,34,0
2156,82,-2,86,0,-10,1,4,96,92,0
2157,102,0,103,0,72,28,1,31,30,0
2158,104,5,105,5,70,0,1,35,34,0
2159,84,0,87,-2,0,13,3,87,84,0
2160,76,3,82,0,-42,-5,5,126,120,0
2161,82,-4,86,0,-10,2,4,96,92,0
2162,85,0,88,-2,2,0,3,86,82,0
2163,76,0,81,6,-40,7,5,122,116,0
2164,74,6,78,3,-42,0,4,122,118,0
2165,81,0,84,0,-14,31,3,100,96,0
2166,77,0,81,5,-42,0,4,125,120,0
2167,82,0,86,-3,-40,0,4,128,124,0
2168,79,0,83,0,-38,24,4,122,118,0
2169,81,-1,85,-2,-40,0,4,126,122,0
2170,78,5,83,6,-40,17,4,124,120,0
2171,81,0,84,0,-14,-15,4,100,96,0
2172,104,2,105,-1,70,0,1,35,34,0
2173,82,0,86,0,-12,-21,3,99,96,0
2174,105,-2,106,-4,72,2,1,33,32,0
2175,80,0,84,-4,-36,0,4,120,116,0
2176,71,46,82,0,-42,-8,11,126,114,1
2177,81,0,84,-4,-22,0,3,108,104,0
2178,82,0,85,-1,-10,-29,3,95,92,0
2179,106,-3,108,0,70,0,2,38,36,0
2180,82,0,85,0,-10,-24,3,95,92,0
2181,82,0,85,0,-6,25,3,93,90,0
2182,77,0,81,0,-40,19,4,123,118,0
2183,81,0,85,0,-22,31,4,108,104,0
2184,85,-1,88,0,2,-10,3,86,82,0
2185,81,4,84,0,-24,0,4,110,106,0
2186,84,2,86,0,-2,0,3,89,86,0
2187,106,2,108,5,70,-25,2,38,36,0
2188,79,0,83,0,-42,31,4,127,122,0
2189,84,8,89,0,6,-10,5,84,80,0
2190,79,0,84,0,-40,2,4,125,120,0
2191,81,3,85,0,-40,6,4,126,122,0
2192,83,2,86,0,-2,0,3,88,86,0
2193,75,0,80,4,-42,0,5,124,120,0
2194,82,0,85,0,-10,-5,3,95,92,0
2195,78,2,82,1,-40,14,4,123,120,0
2196,105,0,106,-1,72,2,1,34,34,0
2197,81,0,84,0,-14,4,3,100,96,0
2198,85,0,88,0,2,-17,3,86,82,0
2199,84,2,87,-1,0,0,3,87,84,0
2200,102,0,103,0,72,30,1,31,30,0
2201,85,0,88,-9,0,0,3,88,84,0
2202,105,0,106,1,70,0,2,36,34,0
2203,85,0,89,7,2,-2,4,86,82,0
2204,101,0,102,0,72,0,1,30,28,0
2205,82,0,85,0,-10,-12,3,95,92,0
2206,76,0,81,0,-40,0,4,122,118,0
2207,85,0,88,-7,6,0,3,83,80,0
2208,105,0,106,0,72,6,1,34,32,0
2209,81,0,84,0,-14,-22,3,100,96,0
2210,104,0,106,-1,70,-1,1,36,34,0
2211,81,0,86,0,-40,2,4,127,122,0
2212,78,3,82,0,-46,0,4,128,124,0
2213,81,0,84,0,-14,6,4,100,96,0
2214,80,0,84,2,-24,4,4,110,106,0
2215,104,-2,105,-1,72,14,1,33,32,0
2216,80,-3,84,0,-20,0,4,105,100,0
2217,81,0,84,0,-18,9,4,103,98,0
2218,82,0,86,0,-2,24,3,88,84,0
2219,102,0,103,1,70,-7,1,33,32,0
2220,85,-2,88,0,2,11,3,86,82,0
2221,81,1,84,0,-14,6,3,100,96,0
2222,85,1,88,0,2,7,3,86,82,0
2223,80,0,84,-1,-20,0,4,105,100,0
2224,102,0,102,-3,72,22,1,30,30,0
2225,85,0,88,5,0,0,3,88,84,0
2226,101,0,102,0,72,5,1,29,28,0
2227,105,3,107,7,70,0,1,37,36,0
2228,75,2,79,0,-42,0,4,123,118,0
2229,84,0,88,0,-2,-12,3,90,88,0
2230,84,5,87,0,0,0,3,87,84,0
2231,102,-5,103,0,72,19,1,31,30,0
2232,82,0,85,-4,-2,12,3,88,84,0
2233,79,0,83,0,-42,9,4,127,122,0
2234,106,5,107,2,72,1,1,35,34,0
2235,107,0,108,-5,70,0,1,38,36,0
2236,82,0,86,0,-12,-30,3,99,96,0
2237,104,0,105,0,70,0,1,35,34,0
2238,81,2,85,0,-40,11,4,126,122,0
2239,108,5,109,3,70,-30,1,39,38,0
2240,102,0,102,-4,72,22,1,30,30,0
2241,84,0,88,0,0,16,3,88,84,0
2242,82,-2,87,0,-40,0,5,128,124,0
2243,80,0,84,0,-36,-5,4,120,116,0
2244,76,0,81,0,-42,-23,5,125,120,0
2245,83,0,86,0,-4,24,3,92,88,0
2246,105,0,107,-1,70,-1,1,37,36,0
2247,84,0,88,0,-2,-22,3,90,88,0
2248,79,0,83,0,-42,0,5,127,122,0
2249,83,0,86,0,-4,9,3,92,88,0
2250,79,0,83,-5,-46,0,4,129,126,0
2251,76,0,81,-1,-40,13,5,122,118,0
2252,82,0,85,-1,-12,0,3,98,94,0
2253,85,0,88,0,6,3,3,83,80,0
2254,84,2,88,0,0,1,3,88,84,0
2255,85,-27,89,0,8,0,4,81,78,0
2256,80,0,84,0,-42,-14,4,128,124,0
2257,80,5,83,0,-28,0,3,112,108,0
2258,82,0,85,0,-4,-26,3,90,88,0
2259,83,0,86,0,-4,4,3,92,88,0
2260,82,2,86,0,-12,0,3,99,96,0
2261,50,30,77,0,-22,0,28,101,72,1
2262,76,1,80,1,-42,0,4,124,120,0
2263,80,-5,84,0,-42,0,5,128,124,0
2264,82,0,86,0,-10,16,3,96,92,0
2265,82,0,87,7,-40,1,5,128,124,0
2266,82,0,86,0,-10,20,3,96,92,0
2267,86,6,89,0,8,12,3,81,78,0
2268,85,-5,88,0,2,13,3,86,82,0
2269,84,-2,88,-6,-2,-11,3,90,88,0
2270,83,4,86,0,-6,0,3,94,90,0
2271,105,3,106,0,70,0,1,36,34,0
2272,81,0,84,0,-20,-5,4,105,102,0
2273,78,0,83,3,-46,0,4,129,124,0
2274,83,0,86,0,-4,-9,4,92,88,0
2275,82,0,86,0,-4,-23,3,91,88,0
2276,76,-2,80,0,-40,0,4,121,116,0
2277,79,3,83,0,-42,-21,4,127,122,0
2278,102,1,104,7,70,-18,2,34,32,0
2279,104,-1,105,-1,72,4,1,33,32,0
2280,102,0,103,0,72,9,1,31,30,0
2281,81,0,84,0,-20,23,4,105,102,0
2282,82,4,86,0,-40,2,4,128,124,0
2283,76,1,81,1,-42,-23,5,125,120,0
2284,76,0,81,-3,-40,20,5,122,118,0
2285,82,0,86,-1,-12,0,3,99,96,0
2286,105,-3,107,-2,70,0,2,37,34,0
2287,77,0,81,0,-40,3,4,123,118,0
2288,82,0,85,-4,-2,9,3,88,84,0
2289,85,0,88,0,2,-19,3,86,82,0
2290,102,0,103,0,72,22,1,31,30,0
2291,108,0,109,0,72,7,1,36,36,0
2292,81,1,85,0,-40,8,4,126,122,0
2293,102,0,102,-4,70,-3,1,33,32,0
2294,78,-1,82,0,-42,0,4,126,122,0
2295,107,1,108,2,72,5,1,36,34,0
2296,108,0,108,-4,72,5,1,36,36,0
2297,85,0,88,6,0,0,3,88,84,0
2298,82,0,86,-1,-40,7,4,128,124,0
2299,105,-1,106,-2,72,1,1,33,32,0
2300,81,0,84,-1,-18,14,4,103,98,0
2301,81,0,84,0,-18,0,3,103,100,0
2302,79,0,84,0,-36,-422,4,120,116,0
2303,75,5,79,1,-42,0,4,123,118,0
2304,105,-3,107,0,72,0,1,35,34,0
2305,79,0,83,-1,-32,-1,4,117,112,0
2306,82,0,86,0,-12,-23,3,99,96,0
2307,71,-6,75,-4,-42,-25,4,119,114,0
2308,79,5,83,0,-28,0,4,112,108,0
2309,84,-5,87,0,0,0,3,87,84,0
2310,81,-1,85,0,-24,0,4,111,106,0
2311,84,-5,88,0,6,0,4,83,80,0
2312,80,4,84,0,-36,12,4,121,116,0
2313,83,2,86,-1,-6,0,3,94,90,0
2314,104,-1,105,0,72,7,1,33,32,0
2315,81,0,84,0,-20,4,4,105,102,0
2316,84,0,88,0,-2,-16,3,90,88,0
2317,104,0,106,0,70,-26,1,36,34,0
2318,105,5,106,0,70,0,1,36,34,0
2319,85,0,88,0,2,0,3,86,82,0
2320,105,5,106,1,70,0,1,36,34,0
2321,81,3,84,0,-14,-2,3,99,96,0
2322,81,0,84,3,-12,20,4,97,94,0
2323,108,0,109,0,72,8,1,36,36,0
2324,105,0,107,0,72,0,1,35,34,0
2325,81,0,84,0,-14,-9,4,100,96,0
2326,80,2,84,5,-28,0,4,112,108,0
2327,60,50,82,0,-40,28,22,123,102,1
2328,84,0,88,0,-2,-21,3,90,88,0
2329,103,-6,104,-1,72,18,1,32,30,0
2330,85,-3,88,0,2,7,3,86,82,0
2331,76,-2,81,0,-40,0,5,122,118,0
2332,84,0,88,-1,6,-4,5,83,78,0
2333,76,-4,81,0,-40,0,4,122,118,0
2334,84,0,88,0,0,23,3,88,84,0
2335,82,0,86,0,-4,-17,3,91,88,0
2336,105,-3,106,0,72,5,1,34,32,0
2337,85,0,88,0,6,18,3,83,80,0
2338,86,4,89,0,6,31,3,84,80,0
2339,82,0,86,8,-12,0,4,99,96,0
2340,71,0,75,2,-40,20,4,116,112,0
2341,82,0,85,0,-2,5,3,88,84,0
2342,82,-3,86,-1,-40,0,5,128,124,0
2343,79,0,83,0,-40,1,4,125,120,0
