,FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol,y
941,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0
942,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0
943,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,0
944,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,0
945,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,0
946,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,0
947,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,0
948,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,0
949,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,0
950,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,0
951,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,0
952,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,0
953,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,0
954,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,0
955,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,0
956,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,0
957,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,0
958,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,0
959,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,0
960,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,0
961,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,0
962,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,0
963,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,0
964,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,0
965,7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,0
966,6.6,0.41,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,0
967,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,0
968,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0
969,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,0
970,7,0.31,0.39,7.5,0.055,42,218,0.99652,3.37,0.54,10.3,0
971,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,0
972,8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,0
973,6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,0
974,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0
975,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,0
976,6.6,0.26,0.46,6.9,0.047,59,183,0.99594,3.2,0.45,9.3,0
977,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,0
978,6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,0
979,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0
980,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,0
981,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0
982,5.3,0.21,0.29,0.7,0.028,11,66,0.99215,3.3,0.4,9.8,0
983,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,0
984,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,0
985,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,0
986,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,0
987,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0
988,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0
989,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,0
990,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,0
991,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,0
992,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,0
993,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,0
994,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6,0
995,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0
996,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0
997,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,0
998,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,0
999,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,0
1000,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,0
1001,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,0
1002,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4,0
1003,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,0
1004,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,0
1005,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,0
1006,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,0
1007,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,0
1008,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,0
1009,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7,0
1010,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,0
1011,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0
1012,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0
1013,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0
1014,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0
1015,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,0
1016,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,0
1017,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,0
1018,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6,0
1019,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,0
1020,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,0
1021,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,0
1022,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,0
1023,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,1
1024,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,0
1025,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,0
1026,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,0
1027,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0
1028,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8,0
1029,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,0
1030,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,0
1031,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,0
1032,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11,0
1033,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,0
1034,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0
1035,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,0
1036,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,0
1037,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,0
1038,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5,0
1039,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,0
1040,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,0
1041,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,0
1042,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,0
1043,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,0
1044,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,0
1045,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,0
1046,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,0
1047,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,0
1048,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1,0
1049,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,0
1050,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9,0
1051,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,0
1052,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0
1053,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,0
1054,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,0
1055,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,0
1056,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,1
1057,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,0
1058,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,0
1059,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,0
1060,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,0
1061,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,0
1062,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,0
1063,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,0
1064,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0
1065,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0
1066,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,0
1067,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,0
1068,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,0
1069,9.4,0.24,0.29,8.5,0.037,124,208,0.99395,2.9,0.38,11,1
1070,5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,0
1071,7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,0
1072,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,0
1073,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,0
1074,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,0
1075,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,0
1076,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,0
1077,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,0
1078,6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,0
1079,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,0
1080,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,0
1081,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,0
1082,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,0
1083,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,0
1084,6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,1
1085,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,0
1086,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,0
1087,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,0
1088,7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,0
1089,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,0
1090,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,0
1091,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,0
1092,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,0
1093,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,0
1094,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,0
1095,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,0
1096,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,0
1097,6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,0
1098,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,0
1099,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,0
1100,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,0
1101,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,0
1102,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,0
1103,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,0
1104,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,0
1105,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,0
1106,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,0
1107,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,0
1108,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,0
1109,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,0
1110,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,0
1111,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,0
1112,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,0
1113,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,0
1114,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,0
1115,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,0
1116,6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,0
1117,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,0
1118,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,0
1119,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,0
1120,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,0
1121,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,0
1122,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,0
1123,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,0
1124,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,0
1125,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,0
1126,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,0
1127,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,0
1128,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,0
1129,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,0
1130,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,0
1131,6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,0
1132,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,0
1133,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,0
1134,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,0
1135,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,0
1136,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,0
1137,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,0
1138,4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,0
1139,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,0
1140,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,0
1141,6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,0
1142,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,0
1143,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,0
1144,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,0
1145,7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,0
1146,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,0
1147,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,0
1148,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,0
1149,7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,0
1150,7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,0
1151,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,0
1152,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,0
1153,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,0
1154,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,0
1155,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,0
1156,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,0
1157,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,0
1158,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,0
1159,6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,0
1160,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0
1161,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0
1162,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0
1163,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,0
1164,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,0
1165,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,0
1166,6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,0
1167,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,0
1168,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,0
1169,7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,0
1170,6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,0
1171,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,0
1172,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,0
1173,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,0
1174,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,0
1175,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0
1176,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,0
1177,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,0
1178,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,0
1179,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,0
1180,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,0
1181,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,0
1182,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,0
1183,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,1
1184,7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,0
1185,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,0
1186,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,0
1187,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,0
1188,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,0
1189,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,0
1190,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,0
1191,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,0
1192,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,0
1193,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,0
1194,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,0
1195,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0
1196,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,0
1197,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,0
1198,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0
1199,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,0
1200,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,0
1201,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0
1202,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0
1203,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,0
1204,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,0
1205,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,0
1206,6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,0
1207,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,0
1208,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,0
1209,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,0
1210,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,0
1211,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,0
1212,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0
1213,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,0
1214,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,0
1215,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,0
1216,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,0
1217,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0
1218,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,0
1219,8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,0
1220,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,0
1221,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,0
1222,6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,0
1223,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,0
1224,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,0
1225,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,0
1226,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0
1227,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,0
1228,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,0
1229,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,0
1230,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0
1231,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,0
1232,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,0
1233,7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,0
1234,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,0
1235,7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,0
1236,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,0
1237,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,0
1238,8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,0
1239,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,0
1240,6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,0
1241,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,0
1242,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0
1243,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,0
1244,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,0
1245,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,0
1246,6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,0
1247,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,0
1248,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,0
